Age,Gender,Education Level,Job Title,Years of Experience,Salary
39,Male,Baccalauréat,Assistant Administratif,21.0,33300
37,Male,Bachelor's,Account Manager,10.8,52200
27,Male,Bachelor's,Infirmier,4.0,23100
39,Male,Bachelor's,Account Manager,7.4,47300
30,Female,Baccalauréat,Assistant Administratif,10.2,17764
53,Female,Bachelor's,Infirmier,25.4,39500
27,Male,Master's,Commercial,4.0,38800
39,Male,Master's,Consultant IT,14.0,69000
46,Male,PhD,Développeur Software,14.0,53700
38,Female,Master's,Architecte Cloud,11.4,78300
59,Female,Bachelor's,Infirmier,28.6,38600
47,Female,Bachelor's,Technicien de Maintenance,23.8,35400
42,Female,CAP/BEP,Assistant Administratif,22.1,24500
44,Male,Bachelor's,Responsable Commercial,18.2,39600
51,Male,PhD,Data Analyst,20.0,77300
41,Male,PhD,Enseignant,13.4,37300
43,Female,Master's,Ingénieur Systèmes,15.6,30000
28,Male,Master's,Chef de Projet IT,3.8,72700
39,Male,PhD,Data Scientist,6.6,55400
31,Male,Bachelor's,Consultant Finance,3.4,36700
34,Male,Master's,Data Analyst,7.4,44900
23,Male,Master's,Chargé de Communication,0.0,39400
39,Male,Master's,Contrôleur de Gestion,2.3,48600
35,Male,Bachelor's,Enseignant,12.4,24000
29,Female,Master's,Data Analyst,5.9,46100
33,Male,Master's,Enseignant,5.2,34500
43,Female,Bachelor's,Commercial,18.8,33800
47,Female,Baccalauréat,Comptable,13.9,19800
32,Male,Bachelor's,Commercial,7.1,26800
27,Male,PhD,Chercheur,0.0,55500
32,Female,Bachelor's,Business Developer,11.0,34500
31,Male,Master's,Responsable Commercial,7.4,55400
33,Male,Bachelor's,Commercial,9.0,27300
35,Male,Master's,Commercial,9.4,46100
41,Female,Bachelor's,Responsable Marketing,8.8,28400
35,Male,Master's,Responsable Commercial,8.0,41600
46,Male,Bachelor's,Data Scientist,11.0,40000
39,Male,Bachelor's,Développeur Software,11.0,35900
23,Male,Bachelor's,Business Developer,1.1,31800
30,Female,Master's,Responsable Marketing,5.1,33000
48,Male,Master's,Consultant Finance,24.7,72300
34,Male,PhD,Responsable Commercial,4.7,61500
36,Female,PhD,Data Analyst,6.8,24300
33,Female,Master's,Assistant Administratif,7.6,27400
39,Male,Bachelor's,Juriste,12.5,48900
29,Female,Master's,Responsable Commercial,2.5,31500
30,Male,Bachelor's,Technicien de Maintenance,7.5,31700
45,Male,Bachelor's,Chef de Projet IT,8.7,45300
29,Male,Bachelor's,Business Developer,2.3,26900
50,Female,Master's,Analyste Financier,18.6,70200
42,Female,Bachelor's,Account Manager,13.6,29100
25,Male,Bachelor's,Contrôleur de Gestion,4.0,30200
46,Female,Bachelor's,Technicien de Maintenance,15.4,31600
53,Female,Baccalauréat,Technicien de Maintenance,32.6,29700
35,Female,Master's,Responsable RH,8.7,34800
28,Female,Baccalauréat,Logisticien,7.0,17764
40,Female,CAP/BEP,Chargé de Communication,22.0,21300
34,Female,PhD,Data Analyst,6.5,42300
43,Female,PhD,Technicien de Maintenance,9.8,30300
28,Male,Master's,Data Analyst,4.4,29700
49,Male,Bachelor's,Responsable RH,10.2,39000
45,Male,PhD,ML Engineer,9.2,52200
39,Female,Master's,Développeur Software,7.3,33500
28,Female,Bachelor's,Commercial,5.0,20300
29,Male,Master's,Responsable RH,4.5,40500
45,Female,Bachelor's,Infirmier,16.5,20600
40,Female,Master's,Trader,14.1,53400
47,Male,Master's,DevOps Engineer,16.6,101100
28,Female,PhD,Contrôleur de Gestion,1.0,51500
30,Male,Bachelor's,Business Developer,6.6,25900
34,Female,PhD,Enseignant,6.8,20300
33,Female,Baccalauréat,Ingénieur Systèmes,4.2,31400
56,Male,Bachelor's,Chef de Projet IT,26.9,54000
26,Female,Master's,Ingénieur Systèmes,2.2,43200
59,Male,Master's,Business Developer,25.7,58100
38,Male,Master's,Assistant Administratif,14.7,34900
43,Male,Master's,Commercial,19.7,36900
44,Male,Master's,Enseignant,20.8,34100
42,Female,Master's,ML Engineer,10.2,41200
32,Female,Master's,DevOps Engineer,7.2,40900
31,Male,Master's,Responsable Commercial,6.8,45700
29,Female,Master's,Responsable Marketing,2.7,35500
34,Female,Master's,DevOps Engineer,8.8,56000
50,Female,Master's,Développeur Software,16.5,54600
52,Male,Bachelor's,Responsable RH,31.0,63300
41,Male,Baccalauréat,Account Manager,17.7,48300
34,Female,Master's,Consultant IT,11.0,51400
48,Male,Master's,Responsable Marketing,15.8,50100
27,Female,Master's,ML Engineer,2.1,50900
42,Female,PhD,Consultant Finance,15.0,63600
48,Male,Master's,Data Engineer,17.2,70700
33,Female,Bachelor's,Technicien de Maintenance,9.9,19400
31,Male,Bachelor's,Data Engineer,8.2,47400
23,Male,Master's,Responsable Commercial,0.0,44900
46,Male,Master's,Architecte Cloud,14.5,71100
49,Female,Bachelor's,Chargé RH,19.2,30100
40,Female,CAP/BEP,Analyste Financier,15.1,32800
40,Female,PhD,Contrôleur de Gestion,12.2,59800
36,Male,Baccalauréat,Assistant Administratif,15.9,31400
28,Female,CAP/BEP,Conducteur de Projet,6.2,21700
31,Male,Bachelor's,Consultant IT,8.7,47800
34,Male,CAP/BEP,Commercial,6.1,24300
45,Female,Master's,Consultant Finance,18.2,71000
30,Female,Bachelor's,Comptable,7.8,27900
40,Female,Baccalauréat,Office Manager,13.7,21500
55,Female,PhD,Technicien de Maintenance,11.6,30300
49,Male,Master's,Commercial,19.0,32300
42,Female,PhD,Chargé de Communication,14.7,34000
32,Male,Baccalauréat,Contrôleur de Gestion,8.9,31100
51,Female,Master's,Enseignant,25.5,39100
43,Female,Master's,Enseignant,12.8,31800
55,Female,PhD,Chef de Projet IT,25.4,77200
36,Male,Bachelor's,Conducteur de Projet,7.1,30700
23,Female,Bachelor's,Logisticien,1.2,17764
36,Male,Master's,Chef de Projet IT,6.9,63200
53,Male,PhD,Data Engineer,11.7,71100
34,Male,Master's,Responsable RH,3.3,28900
29,Male,Bachelor's,Commercial,6.1,25900
37,Female,PhD,Chercheur,6.6,39700
50,Male,Master's,Chef de Projet IT,25.5,86400
31,Female,PhD,Contrôleur de Gestion,2.8,50400
25,Female,CAP/BEP,Contrôleur de Gestion,7.0,38400
42,Male,Master's,Chef de Projet IT,14.8,84700
37,Female,Master's,Data Engineer,12.1,49900
40,Male,Bachelor's,Comptable,16.4,34500
41,Male,Bachelor's,Chargé de Communication,18.8,28000
25,Male,Baccalauréat,Chargé RH,7.0,27100
40,Female,Master's,Responsable Commercial,15.4,58400
49,Female,Master's,Data Engineer,26.0,57300
48,Male,Master's,Data Engineer,18.5,54100
26,Male,Master's,Chargé RH,1.8,29600
30,Male,Bachelor's,Assistant Administratif,7.3,30600
29,Male,Baccalauréat,Responsable RH,7.4,35700
28,Female,Bachelor's,Technicien de Maintenance,6.0,21800
29,Female,PhD,Chercheur,0.6,37600
28,Male,Master's,Data Scientist,3.0,39200
23,Male,Master's,Développeur Software,0.0,39000
39,Female,Bachelor's,Conducteur de Projet,15.8,34400
29,Male,Bachelor's,Data Analyst,5.4,22100
42,Male,Bachelor's,Office Manager,16.0,48900
39,Male,PhD,Chef de Projet IT,10.4,61300
34,Male,CAP/BEP,Account Manager,12.6,23400
40,Female,Bachelor's,Commercial,10.5,27800
29,Male,Master's,Ingénieur Systèmes,2.5,43700
23,Male,Master's,Contrôleur de Gestion,0.0,28300
35,Male,Master's,Développeur Software,9.2,52600
44,Male,Bachelor's,Technicien de Maintenance,10.1,20500
46,Female,Master's,Consultant Finance,22.4,60800
54,Male,PhD,Consultant IT,20.6,58300
44,Male,Bachelor's,Développeur Software,10.2,32600
37,Male,Master's,Responsable Marketing,9.3,55500
26,Male,Bachelor's,Enseignant,3.4,20100
33,Female,Master's,Responsable Commercial,8.9,56800
48,Female,Baccalauréat,Comptable,28.1,22300
33,Female,PhD,Commercial,3.0,35400
37,Female,Master's,Data Analyst,10.9,30700
34,Female,Bachelor's,Contrôleur de Gestion,11.9,33700
38,Male,Bachelor's,Conducteur de Projet,7.5,36700
44,Female,Bachelor's,Responsable RH,7.0,50500
39,Male,PhD,ML Engineer,9.9,103900
39,Female,PhD,Conducteur de Projet,10.0,27200
46,Male,Baccalauréat,Assistant Administratif,17.8,25200
48,Male,PhD,Chercheur,18.3,45900
32,Male,Master's,Assistant Administratif,6.6,32400
46,Female,Master's,Directeur Financier,20.4,97800
37,Female,Bachelor's,Account Manager,7.3,36600
41,Male,Bachelor's,Business Developer,20.0,57300
27,Female,Bachelor's,Analyste Financier,2.3,37200
38,Male,CAP/BEP,Chargé RH,13.1,21700
40,Female,PhD,Médecin,11.1,118400
41,Female,Bachelor's,Comptable,18.8,27600
53,Female,Bachelor's,Juriste,28.8,46500
42,Male,Master's,Chargé de Communication,14.9,43200
42,Male,Bachelor's,Commercial,14.6,31200
48,Female,Master's,Data Analyst,12.9,54600
43,Male,Bachelor's,Comptable,22.0,39900
41,Male,PhD,Médecin,1.0,84800
50,Female,Bachelor's,Responsable Marketing,23.8,31600
53,Female,Master's,Responsable Commercial,25.3,55800
45,Male,Master's,Consultant IT,6.7,33000
42,Male,Master's,Analyste Financier,12.5,65300
37,Male,PhD,Analyste Financier,4.8,53300
32,Male,Master's,Responsable RH,2.7,40500
38,Female,Master's,Data Scientist,14.2,47000
38,Male,Master's,Chef de Projet IT,13.4,47100
48,Male,Master's,Consultant Finance,6.9,52200
44,Female,Master's,Ingénieur Systèmes,21.0,58800
30,Female,Bachelor's,Chargé RH,6.1,20400
44,Male,Baccalauréat,DevOps Engineer,16.4,48800
38,Male,Baccalauréat,Conducteur de Projet,8.6,28300
54,Male,Baccalauréat,Chargé RH,18.5,42800
41,Male,Bachelor's,Chargé RH,20.0,46100
44,Female,CAP/BEP,Infirmier,12.3,18400
43,Male,Master's,Responsable RH,20.0,60100
45,Male,Bachelor's,Responsable Marketing,15.4,26400
29,Male,Bachelor's,Account Manager,6.1,29100
37,Female,Master's,Enseignant,10.1,31300
38,Male,Master's,Contrôleur de Gestion,10.3,42700
44,Male,Bachelor's,ML Engineer,15.0,51400
51,Male,Master's,Directeur Financier,18.6,88200
37,Female,Bachelor's,Ingénieur Systèmes,16.0,34000
39,Female,Master's,Account Manager,14.6,38400
35,Female,Baccalauréat,Développeur Software,4.8,36400
38,Female,Baccalauréat,Commercial,11.4,24100
37,Female,Bachelor's,Commercial,10.9,28300
43,Male,Master's,Consultant IT,17.3,74000
42,Female,Master's,Développeur Software,9.5,35300
27,Female,PhD,Data Engineer,0.0,38100
41,Female,Baccalauréat,Chargé RH,15.1,35300
40,Male,Baccalauréat,Technicien de Maintenance,21.6,25700
55,Male,Baccalauréat,Commercial,29.6,42600
50,Female,CAP/BEP,Data Analyst,11.5,20400
41,Female,PhD,Développeur Software,12.6,36300
34,Female,Bachelor's,Assistant Administratif,9.4,20800
38,Male,PhD,Consultant Finance,5.7,74500
52,Male,CAP/BEP,Chargé RH,19.5,37000
34,Male,Master's,Architecte Cloud,11.0,71500
30,Female,Bachelor's,Assistant Administratif,6.3,17764
30,Male,CAP/BEP,Office Manager,8.1,23300
23,Female,Master's,Consultant IT,0.0,45700
23,Male,Master's,Contrôleur de Gestion,0.0,79900
26,Male,Bachelor's,Commercial,1.6,17900
40,Female,Master's,Enseignant,14.4,31700
40,Male,Baccalauréat,Développeur Software,16.1,37700
35,Male,Master's,Juriste,10.2,36600
45,Female,Master's,Data Engineer,14.3,57200
47,Male,Bachelor's,Chargé RH,10.1,22500
23,Male,Master's,Data Scientist,0.0,49700
31,Female,Master's,Data Engineer,5.8,50400
41,Male,PhD,Développeur Software,9.6,83600
36,Female,Master's,Chef de Projet IT,9.4,34200
41,Male,Master's,Conducteur de Projet,5.8,48300
38,Male,Master's,Contrôleur de Gestion,13.2,44200
46,Male,PhD,DevOps Engineer,15.9,76100
21,Male,Bachelor's,DevOps Engineer,0.0,51800
30,Male,Bachelor's,Infirmier,3.4,24800
39,Male,Master's,Consultant IT,11.9,51500
51,Male,Master's,Analyste Financier,25.5,56200
34,Male,Bachelor's,Architecte Cloud,6.6,62700
41,Female,Master's,Développeur Software,13.0,54400
32,Male,CAP/BEP,ML Engineer,11.0,34900
28,Male,PhD,Consultant Finance,0.4,49700
40,Female,Master's,DevOps Engineer,13.8,54400
33,Male,Baccalauréat,Responsable RH,13.9,27900
39,Female,Bachelor's,Comptable,10.4,28100
30,Female,Baccalauréat,Technicien de Maintenance,10.7,18200
28,Male,Master's,Responsable Commercial,3.1,54500
22,Male,Bachelor's,Chargé de Communication,0.9,17764
52,Male,PhD,Analyste Financier,25.0,77800
43,Female,Master's,Contrôleur de Gestion,10.1,37600
46,Female,Master's,Consultant Finance,13.7,60600
35,Male,Baccalauréat,Médecin,11.5,61300
44,Male,Bachelor's,Infirmier,15.0,28900
35,Male,Bachelor's,Technicien de Maintenance,10.6,26100
30,Male,Baccalauréat,Assistant Administratif,10.2,24200
41,Male,Master's,Account Manager,10.4,42300
44,Female,Master's,ML Engineer,13.8,57000
27,Female,Master's,Chef de Projet IT,1.8,24800
35,Female,CAP/BEP,ML Engineer,11.4,35900
40,Male,CAP/BEP,Chargé RH,22.0,31000
29,Male,Master's,Responsable Commercial,3.5,58700
31,Female,Bachelor's,Assistant Administratif,10.0,27400
46,Male,PhD,Chercheur,7.9,35200
46,Male,Master's,ML Engineer,19.7,64600
38,Male,Master's,Responsable Marketing,15.0,39300
54,Female,Master's,Data Analyst,22.3,44300
54,Female,Master's,Juriste,12.2,43500
42,Male,Master's,Consultant IT,18.0,94300
33,Male,Bachelor's,Comptable,3.3,33300
57,Male,Master's,Technicien de Maintenance,32.8,42700
35,Female,Master's,Consultant IT,8.3,41900
42,Male,Bachelor's,Data Analyst,12.2,35700
48,Female,Master's,Contrôleur de Gestion,25.0,52400
25,Male,Baccalauréat,Enseignant,6.2,32600
43,Female,Master's,Chef de Projet IT,15.0,47200
36,Female,Master's,Consultant IT,13.0,40900
29,Female,Baccalauréat,Pharmacien,6.6,31800
31,Male,Bachelor's,Logisticien,5.9,25600
48,Female,Master's,Juriste,15.3,48800
35,Male,CAP/BEP,Technicien de Maintenance,3.1,17764
26,Male,Master's,Responsable Marketing,2.4,48500
50,Female,Master's,Responsable RH,17.6,51400
